sector,business_name,week,engagement_rate,engagement,posts_count,likes_count,comments_count,views_count,rolling_engagement_rate,business_growth,trend_class,n_states,final_trend_class
Supermarkets,Jumbo Supermarket,2026-04-27/2026-05-03,0.008556278621354467,47.333333333333336,3,124.0,18.0,16969.0,0.007793042500200823,-0.23622047244094602,declining,2,declining
Supermarkets,Jumbo Supermarket,2026-05-04/2026-05-10,0.003916606411183366,21.666666666666668,3,64.0,1.0,8960.0,0.0066281031573872775,-0.1494845360824768,declining,2,declining
Supermarkets,Katusha Supermarket,2025-07-14/2025-07-20,0.0047675804529201,4.0,1,3.0,1.0,0.0,0.0047675804529201,0.0,stable,3,inconsistent
Supermarkets,Katusha Supermarket,2025-08-04/2025-08-10,0.00238379022646,2.0,1,2.0,0.0,0.0,0.00357568533969005,-0.25000000000000533,declining,3,inconsistent
Supermarkets,Katusha Supermarket,2025-08-11/2025-08-17,0.00238379022646,2.0,1,2.0,0.0,0.0,0.0031783869686133667,-0.11111111111111416,declining,3,inconsistent
Supermarkets,Katusha Supermarket,2025-09-22/2025-09-28,0.0083432657926102,7.0,2,14.0,0.0,0.0,0.0043702820818434,0.37500000000000644,improving,3,inconsistent
Supermarkets,Katusha Supermarket,2025-10-13/2025-10-19,0.0047675804529201,4.0,1,4.0,0.0,0.0,0.005164878823996767,0.18181818181818676,improving,3,inconsistent
Supermarkets,Katusha Supermarket,2025-12-01/2025-12-07,0.00238379022646,2.0,1,2.0,0.0,0.0,0.005164878823996767,0.0,stable,3,inconsistent
Supermarkets,Katusha Supermarket,2025-12-22/2025-12-28,0.0262216924910607,22.0,1,22.0,0.0,0.0,0.011124354390146933,1.1538461538461635,improving,3,inconsistent
Supermarkets,Supermarket 25st,2021-04-19/2021-04-25,0.0116230801162308,112.0,1,106.0,6.0,2977.0,0.0116230801162308,0.0,stable,2,stable
Supermarkets,Supermarket 25st,2021-05-24/2021-05-30,0.0092361975923619,89.0,1,89.0,0.0,8752.0,0.01042963885429635,-0.10267857142857462,declining,2,declining
Supermarkets,Supermarket 25st,2021-10-25/2021-10-31,0.0,0.0,1,0.0,0.0,853.0,0.0069530925695309,-0.33333333333333337,declining,2,declining
Supermarkets,Supermarket 25st,2021-11-29/2021-12-05,0.003217102532171,31.0,1,31.0,0.0,2955.0,0.004151100041510967,-0.4029850746268683,declining,2,declining
Supermarkets,Supermarket 25st,2022-02-28/2022-03-06,0.0074719800747198,72.0,1,70.0,2.0,6140.0,0.003563027535630267,-0.14166666666666172,declining,2,declining
Supermarkets,Supermarket 25st,2025-02-03/2025-02-09,0.0005188875051888,5.0,1,5.0,0.0,717.0,0.0037359900373598667,0.048543689320381445,stable,2,stable
Supermarkets,Supermarket 25st,2025-02-24/2025-03-02,0.0004151100041511,4.0,1,4.0,0.0,647.0,0.0028019925280199005,-0.2499999999999999,declining,2,declining
Supermarkets,Supermarket 25st,2025-03-31/2025-04-06,0.0003113325031133,3.0,1,3.0,0.0,1867.0,0.00041511000415106664,-0.8518518518518625,declining,2,declining
